Rk,Player,Team,Pos,Cmp,PassAtt,PassYds,PassTD,Int,RushAtt,RushYds,Yds/Car,RushTD,Tgt,Rec,RecYds,Yds/Rec,RecTD,Fmb,FL,RecRushTD,2PM,2PP,VBD,PosRank,OvRank
268,Teddy Bridgewater,MIA,QB,49,79,683,4,4,3,27,9,0,0,0,0,,0,0,0,0,,,,47,
269,A.J. Green,ARI,WR,0,0,0,0,0,0,0,,0,47,24,236,9.83,2,0,0,2,1,,,110,
270,Logan Thomas,WAS,TE,0,0,0,0,0,0,0,,0,61,39,323,8.28,1,0,0,1,,,,39,
271,Gardner Minshew II,PHI,QB,44,76,663,3,3,7,3,0.43,1,0,0,0,,0,4,1,1,,,,48,
272,Sam Ehlinger,IND,QB,64,101,573,3,3,17,87,5.12,0,0,0,0,,0,2,1,0,,,,49,
273,Mo Alie-Cox,IND,TE,0,0,0,0,0,0,0,,0,28,19,189,9.95,3,1,1,3,,,,41,
274,Kyle Juszczyk,SFO,RB,0,0,0,0,0,7,26,3.71,1,23,19,200,10.53,1,0,0,2,,,,73,
275,Jarvis Landry,NOR,WR,0,0,0,0,0,0,0,,0,39,25,272,10.88,1,1,0,1,1,,,111,
276,Michael Thomas,NOR,WR,0,0,0,0,0,0,0,,0,22,16,171,10.69,3,0,0,3,,,,112,
277,C.J. Uzomah,NYJ,TE,0,0,0,0,0,0,0,,0,27,21,232,11.05,2,0,0,2,,,,40,
278,Mark Ingram,NOR,RB,0,0,0,0,0,62,233,3.76,1,18,16,68,4.25,0,2,2,1,1,,,74,
279,Tre'Quan Smith,NOR,WR,0,0,0,0,0,0,0,,0,27,19,278,14.63,1,0,0,1,,,,113,
280,Raheem Blackshear,CAR,RB,0,0,0,0,0,23,77,3.35,3,12,10,93,9.3,0,1,1,3,,,,75,
281,Trey McBride,ARI,TE,0,0,0,0,0,0,0,,0,39,29,265,9.14,1,1,0,1,,,,43,
282,Colt McCoy,ARI,QB,90,132,780,1,3,14,36,2.57,0,0,0,0,,0,2,0,0,,,,50,
283,Tommy Tremble,CAR,TE,0,0,0,0,0,0,0,,0,32,19,174,9.16,3,1,1,3,,,,42,
284,Chosen Anderson,2TM,WR,0,0,0,0,0,0,0,,0,44,20,282,14.1,1,1,1,1,,,,115,
285,Phillip Dorsett,HOU,WR,0,1,0,0,0,0,0,,0,40,20,257,12.85,1,0,0,1,,,,116,
286,Kendall Hinton,DEN,WR,0,0,0,0,0,2,13,6.5,0,33,24,311,12.96,0,0,0,0,,,,114,
287,Jordan Mason,SFO,RB,0,0,0,0,0,43,258,6,1,0,0,0,,0,0,0,1,,,,76,
288,Harrison Bryant,CLE,TE,0,0,0,0,0,1,8,8,0,42,31,239,7.71,1,0,0,1,,,,44,
289,Ty Johnson,NYJ,RB,0,0,0,0,0,30,160,5.33,1,24,12,88,7.33,0,0,0,1,,,,77,
290,Sammy Watkins,2TM,WR,0,0,0,0,0,0,0,,0,27,16,325,20.31,0,1,1,0,,,,117,
291,Kylen Granson,IND,TE,0,0,0,0,0,1,0,0,0,40,31,302,9.74,0,1,0,0,,,,45,
292,Justice Hill,BAL,RB,0,0,0,0,0,49,262,5.35,0,12,12,58,4.83,0,2,1,0,,,,79,
293,Marlon Mack,2TM,RB,0,0,0,0,0,16,84,5.25,1,10,8,99,12.38,1,0,0,2,,,,78,
294,Irv Smith Jr.,MIN,TE,0,0,0,0,0,0,0,,0,36,25,182,7.28,2,1,0,2,,,,46,
295,Shane Zylstra,DET,TE,0,0,0,0,0,0,0,,0,15,11,60,5.45,4,0,0,4,,,,47,
296,Ameer Abdullah,LVR,RB,0,0,0,0,0,4,20,5,0,32,25,211,8.44,1,0,0,1,,,,81,
297,DeeJay Dallas,SEA,RB,0,1,0,0,1,35,186,5.31,0,19,17,126,7.41,0,1,0,0,,,,80,
298,Jake Ferguson,DAL,TE,0,0,0,0,0,0,0,,0,22,19,174,9.16,2,0,0,2,,,,48,
299,Peyton Hendershot,DAL,TE,0,0,0,0,0,1,2,2,1,16,11,103,9.36,2,1,0,3,,,,49,
300,J.D. McKissic,WAS,RB,0,0,0,0,0,22,95,4.32,0,40,27,173,6.41,0,0,0,0,1,,,82,
301,Dare Ogunbowale,HOU,RB,0,0,0,0,0,42,123,2.93,1,26,20,104,5.2,0,0,0,1,,,,83,
302,Wan'Dale Robinson,NYG,WR,0,0,0,0,0,2,-1,-0.5,0,31,23,227,9.87,1,0,0,1,,,,118,
303,Dyami Brown,WAS,WR,0,0,0,0,0,1,15,15,0,14,5,143,28.6,2,0,0,2,,,,120,
304,Malik Davis,DAL,RB,0,0,0,0,0,38,161,4.24,1,7,6,63,10.5,0,0,0,1,,,,84,
305,Ashton Dulin,IND,WR,0,0,0,0,0,2,8,4,0,22,15,207,13.8,1,0,0,1,,,,121,
306,KhaDarel Hodge,ATL,WR,0,0,0,0,0,0,0,,0,20,13,202,15.54,1,0,0,1,1,,,119,
307,Travis Homer,SEA,RB,0,0,0,0,0,19,74,3.89,0,18,16,157,9.81,1,1,1,1,,,,85,
308,O.J. Howard,HOU,TE,0,0,0,0,0,0,0,,0,23,10,145,14.5,2,0,0,2,,,,52,
309,Velus Jones Jr.,CHI,WR,0,0,0,0,0,9,103,11.44,1,14,7,107,15.29,1,3,3,2,,,,122,
310,Josh Oliver,BAL,TE,0,0,0,0,0,0,0,,0,25,14,149,10.64,2,0,0,2,,,,50,
311,Adam Trautman,NOR,TE,0,0,0,0,0,0,0,,0,22,18,207,11.5,1,0,0,1,,,,51,
312,Byron Pringle,CHI,WR,0,0,0,0,0,0,0,,0,16,10,135,13.5,2,0,0,2,,,,123,
313,Javonte Williams,DEN,RB,0,0,0,0,0,47,204,4.34,0,22,16,76,4.75,0,1,1,0,,,,86,
314,Jonnu Smith,NWE,TE,0,0,0,0,0,1,5,5,0,38,27,245,9.07,0,1,0,0,,,,53,
315,Durham Smythe,MIA,TE,0,0,0,0,0,2,1,0.5,1,20,15,129,8.6,1,0,0,2,,,,54,
316,Gary Brightwell,NYG,RB,0,0,0,0,0,31,141,4.55,1,8,5,39,7.8,0,0,0,1,,,,87,
317,Connor Heyward,PIT,TE,0,0,0,0,0,2,27,13.5,0,17,12,151,12.58,1,0,0,1,,,,55,
318,Jalen Nailor,MIN,WR,0,0,0,0,0,0,0,,0,13,9,179,19.89,1,0,0,1,,,,125,
319,Brandon Powell,LAR,WR,0,0,0,0,0,17,80,4.71,0,32,24,156,6.5,0,1,0,0,,,,126,
320,Khalil Shakir,BUF,WR,0,0,0,0,0,0,0,,0,20,10,161,16.1,1,0,0,1,1,,,124,
321,Alec Ingold,MIA,RB,0,0,0,0,0,6,8,1.33,1,23,15,105,7,1,0,0,2,,,,88,
322,Teagan Quitoriano,HOU,TE,0,0,0,0,0,0,0,,0,14,7,113,16.14,2,0,0,2,,,,56,
323,Amari Rodgers,2TM,WR,0,0,0,0,0,2,7,3.5,0,25,16,204,12.75,1,6,2,1,,,,127,
324,Marquez Callaway,NOR,WR,0,0,0,0,0,0,0,,0,32,16,158,9.88,1,0,0,1,,,,129,
325,River Cracraft,MIA,WR,0,0,0,0,0,0,0,,0,14,9,102,11.33,2,0,0,2,,,,128,
326,Craig Reynolds,DET,RB,0,0,0,0,0,23,102,4.43,0,10,9,116,12.89,0,0,0,0,,,,89,
327,Kyren Williams,LAR,RB,0,0,0,0,0,35,139,3.97,0,12,9,76,8.44,0,0,0,0,,,,90,
328,David Bell,CLE,WR,0,0,0,0,0,0,0,,0,35,24,214,8.92,0,0,0,0,,,,130,
329,Joshua Dobbs,TEN,QB,40,68,411,2,2,8,44,5.5,0,0,0,0,,0,4,2,0,,,,51,
330,Jody Fortson,KAN,TE,0,0,0,0,0,0,0,,0,13,9,108,12,2,1,1,2,,,,57,
331,C.J. Ham,MIN,RB,0,0,0,0,0,4,7,1.75,2,12,10,86,8.6,0,0,0,2,,,,91,
332,Marcedes Lewis,GNB,TE,0,0,0,0,0,0,0,,0,7,6,66,11,2,0,0,2,1,,,59,
333,Skyy Moore,KAN,WR,0,0,0,0,0,3,24,8,0,33,22,250,11.36,0,3,3,0,,,,131,
334,Zach Pascal,PHI,WR,0,0,0,0,0,1,0,0,0,19,15,150,10,1,0,0,1,,,,133,
335,Eric Saubert,DEN,TE,0,0,0,0,0,0,0,,0,24,15,148,9.87,1,0,0,1,,,,58,
336,Sterling Shepard,NYG,WR,0,0,0,0,0,0,0,,0,24,13,154,11.85,1,0,0,1,,,,132,
337,Davis Webb,NYG,QB,23,40,168,1,0,6,41,6.83,1,0,0,0,,0,0,0,1,,,,52,
338,Avery Williams,ATL,RB,0,0,0,0,0,22,109,4.95,1,14,13,61,4.69,0,1,1,1,,,,92,
339,Mike Boone,DEN,RB,0,0,0,0,0,24,102,4.25,0,15,9,96,10.67,0,0,0,0,,,,94,
340,Keelan Cole,LVR,WR,0,0,0,0,0,0,0,,0,21,10,141,14.1,1,1,0,1,,,,134,
341,Johnny Mundt,MIN,TE,0,0,0,0,0,0,0,,0,21,19,140,7.37,1,0,0,1,,,,60,
342,Pierre Strong,NWE,RB,0,0,0,0,0,10,100,10,1,7,7,42,6,0,0,0,1,,,,93,
343,Ian Thomas,CAR,TE,0,0,0,0,0,0,0,,0,30,21,197,9.38,0,0,0,0,,,,63,
344,Eric Tomlinson,DEN,TE,0,0,0,0,0,0,0,,0,13,9,79,8.78,2,0,0,2,,,,61,
345,Mitchell Wilcox,CIN,TE,0,0,0,0,0,0,0,,0,18,17,139,8.18,1,0,0,1,,,,62,
346,David Blough,ARI,QB,38,58,402,2,2,4,5,1.25,0,0,0,0,,0,1,1,0,,,,54,
347,Tevin Coleman,SFO,RB,0,0,0,0,0,12,26,2.17,1,3,3,44,14.67,1,0,0,2,,,,96,
348,KJ Hamler,DEN,WR,0,0,0,0,0,2,23,11.5,0,14,7,165,23.57,0,0,0,0,,,,137,
349,Scott Miller,TAM,WR,0,0,0,0,0,1,8,8,0,40,23,185,8.04,0,0,0,0,,,,135,
350,Denzel Mims,NYJ,WR,0,0,0,0,0,0,0,,0,25,11,186,16.91,0,0,0,0,,,,138,
351,Donald Parham,LAC,TE,0,0,0,0,0,0,0,,0,12,10,130,13,1,0,0,1,,,,64,
352,Jalen Reagor,MIN,WR,0,0,0,0,0,4,25,6.25,0,13,8,104,13,1,4,0,1,,,,136,
353,Jonathan Williams,WAS,RB,0,0,0,0,0,37,152,4.11,0,10,7,40,5.71,0,0,0,0,,,,95,
354,Malik Willis,TEN,QB,31,61,276,0,3,27,123,4.56,1,0,0,0,,0,3,2,1,,,,53,
355,Brandon Bolden,LVR,RB,0,0,0,0,0,17,66,3.88,0,9,9,57,6.33,1,0,0,1,,,,97,
356,Malcolm Brown,LAR,RB,0,0,0,0,0,18,81,4.5,1,6,5,37,7.4,0,0,0,1,,,,98,
357,Lawrence Cager,2TM,TE,0,0,0,0,0,0,0,,0,19,13,118,9.08,1,0,0,1,,,,65,
358,N'Keal Harry,CHI,WR,0,0,0,0,0,0,0,,0,9,7,116,16.57,1,0,0,1,,,,139,
359,Sam Howell,WAS,QB,11,19,169,1,1,5,35,7,1,0,0,0,,0,0,0,1,,,,55,
360,Brett Rypien,DEN,QB,53,88,483,2,4,6,7,1.17,0,0,0,0,,0,4,1,0,,,,56,
361,John Bates,WAS,TE,0,0,0,0,0,0,0,,0,22,14,108,7.71,1,1,0,1,,,,68,
362,Cameron Brate,TAM,TE,0,0,0,0,0,0,0,,0,38,20,174,8.7,0,0,0,0,,,,66,
363,Corey Clement,ARI,RB,0,0,0,0,0,15,55,3.67,1,7,5,54,10.8,0,0,0,1,,,,100,
364,Ross Dwelley,SFO,TE,0,0,0,0,0,0,0,,0,5,3,105,35,1,0,0,1,,,,69,
365,James Mitchell,DET,TE,0,0,0,0,0,0,0,,0,11,11,113,10.27,1,0,0,1,,,,67,
366,Steven Sims,PIT,WR,0,0,0,0,0,13,70,5.38,0,23,14,104,7.43,0,3,0,0,,,,140,
367,Benny Snell Jr.,PIT,RB,0,0,0,0,0,20,90,4.5,1,2,2,17,8.5,0,0,0,1,,,,101,
368,Skylar Thompson,MIA,QB,60,105,534,1,3,14,21,1.5,0,0,0,0,,0,2,2,0,,,,57,
369,Darrel Williams,ARI,RB,0,0,0,0,0,21,102,4.86,1,8,4,9,2.25,0,0,0,1,,,,99,
370,Kyle Allen,HOU,QB,46,78,416,2,4,6,13,2.17,0,0,0,0,,0,4,1,0,,,,59,
371,Jeff Driskel,HOU,QB,14,20,108,1,0,20,75,3.75,0,1,1,4,4,0,0,0,0,,,,58,
372,Sony Michel,LAC,RB,0,0,0,0,0,36,106,2.94,0,13,9,53,5.89,0,0,0,0,,,,102,
373,Albert Okwuegbunam,DEN,TE,0,0,0,0,0,0,0,,0,18,10,95,9.5,1,0,0,1,,,,70,
374,Hassan Haskins,TEN,RB,0,0,0,0,0,25,93,3.72,0,12,11,57,5.18,0,0,0,0,,,,105,
375,DeSean Jackson,BAL,WR,0,0,0,0,0,0,0,,0,17,9,153,17,0,0,0,0,,,,141,
376,Ronald Jones II,KAN,RB,0,0,0,0,0,17,70,4.12,1,1,1,22,22,0,0,0,1,,,,103,
377,Bryce Perkins,LAR,QB,19,34,161,1,2,19,90,4.74,0,0,0,0,,0,0,0,0,,,,60,
378,Anthony Schwartz,CLE,WR,0,0,0,0,0,4,57,14.25,1,10,4,51,12.75,0,1,1,1,,,,142,
379,Derek Watt,PIT,RB,0,0,0,0,0,9,21,2.33,1,5,5,11,2.2,1,0,0,2,,,,104,
380,John Wolford,LAR,QB,38,62,390,1,3,8,32,4,0,0,0,0,,0,3,1,0,,,,61,
381,Dan Arnold,JAX,TE,0,0,0,0,0,0,0,,0,13,9,135,15,0,0,0,0,,,,72,
382,Kenny Golladay,NYG,WR,0,0,0,0,0,0,0,,0,17,6,81,13.5,1,0,0,1,,,,146,
383,Zander Horvath,LAC,RB,0,0,0,0,0,4,8,2,0,8,5,8,1.6,2,0,0,2,,,,107,
384,Keaontay Ingram,ARI,RB,0,0,0,0,0,27,60,2.22,1,5,4,21,5.25,0,0,0,1,,,,106,
385,Tom Kennedy,DET,WR,0,0,0,0,0,0,0,,0,15,8,141,17.63,0,0,0,0,,,,147,
386,Ko Kieft,TAM,TE,0,0,0,0,0,0,0,,0,10,7,80,11.43,1,0,0,1,,,,71,
387,Breshad Perriman,TAM,WR,0,0,0,0,0,2,-7,-3.5,0,19,9,110,12.22,1,2,1,1,,,,144,
388,Samori Toure,GNB,WR,0,0,0,0,0,0,0,,0,10,5,82,16.4,1,1,0,1,,,,145,
389,Jameson Williams,DET,WR,0,0,0,0,0,1,40,40,0,9,1,41,41,1,0,0,1,,,,148,
390,Cedrick Wilson Jr.,MIA,WR,0,0,0,0,0,1,8,8,0,18,12,136,11.33,0,0,0,0,,,,143,
391,Salvon Ahmed,MIA,RB,0,0,0,0,0,12,64,5.33,1,1,1,8,8,0,0,0,1,,,,108,
392,Royce Freeman,HOU,RB,0,0,0,0,0,41,117,2.85,0,8,6,33,5.5,0,1,1,0,,,,109,
393,Zach Gentry,PIT,TE,0,0,0,0,0,0,0,,0,23,19,132,6.95,0,0,0,0,,,,73,
394,Reggie Gilliam,BUF,RB,0,0,0,0,0,0,0,,0,10,8,69,8.63,1,0,0,1,,,,110,
395,Tanner Hudson,NYG,TE,0,0,0,0,0,0,0,,0,15,10,132,13.2,0,0,0,0,,,,74,
396,Brevin Jordan,HOU,TE,0,0,0,0,0,0,0,,0,28,14,128,9.14,0,0,0,0,,,,75,
397,Chris Myarick,NYG,RB,0,0,0,0,0,0,0,,0,8,7,65,9.29,1,0,0,1,,,,111,
398,Jeff Smith,NYJ,WR,0,0,0,0,0,0,0,,0,11,8,134,16.75,0,0,0,0,,,,149,
399,Pharaoh Brown,2TM,TE,0,0,0,0,0,0,0,,0,20,12,117,9.75,0,0,0,0,,,,79,
400,T.Y. Hilton,DAL,WR,0,0,0,0,0,0,0,,0,10,7,121,17.29,0,0,0,0,,,,150,
401,Trey Lance,SFO,QB,15,31,194,0,1,16,67,4.19,0,0,0,0,,0,1,0,0,,,,62,
402,Jordan Love,GNB,QB,14,21,195,1,0,1,-1,-1,0,0,0,0,,0,0,0,0,,,,64,
403,Quintin Morris,BUF,TE,0,0,0,0,0,0,0,,0,11,8,84,10.5,1,1,1,1,,,,76,
404,Nick Mullens,MIN,QB,21,25,224,1,1,4,8,2,0,0,0,0,,0,0,0,0,,,,63,
405,Jack Stoll,PHI,TE,0,0,0,0,0,0,0,,0,14,11,123,11.18,0,0,0,0,,,,77,
406,Geoff Swaim,TEN,TE,0,0,0,0,0,0,0,,0,16,12,58,4.83,1,0,0,1,,,,78,
407,Jalen Virgil,DEN,WR,0,0,0,0,0,0,0,,0,5,2,75,37.5,1,1,1,1,,,,151,
408,Josiah Deguara,GNB,TE,0,0,0,0,0,0,0,,0,15,13,114,8.77,0,0,0,0,,,,80,
409,Kevin Harris,NWE,RB,0,0,0,0,0,18,52,2.89,1,0,0,0,,0,0,0,1,,,,112,
410,Brycen Hopkins,LAR,TE,0,0,0,0,0,0,0,,0,11,7,109,15.57,0,0,0,0,,,,81,
411,David Sills,NYG,WR,0,0,0,0,0,0,0,,0,17,11,106,9.64,0,0,0,0,,,,152,
412,Tyrod Taylor,NYG,QB,6,8,58,1,1,5,70,14,0,0,0,0,,0,2,1,0,,1,,65,
413,John Brown,BUF,WR,0,0,0,0,0,0,0,,0,2,1,42,42,1,0,0,1,,,,153,
414,Snoop Conner,JAX,RB,0,0,0,0,0,12,42,3.5,1,0,0,0,,0,0,0,1,,,,113,
415,Tyrion Davis-Price,SFO,RB,0,0,0,0,0,34,99,2.91,0,2,0,0,,0,0,0,0,,,,115,
416,Chris Evans,CIN,RB,0,0,0,0,0,0,0,,0,4,3,38,12.67,1,0,0,1,,,,116,
417,Darrynton Evans,CHI,RB,0,0,0,0,0,14,64,4.57,0,1,1,33,33,0,0,0,0,,,,117,
418,Anthony Firkser,ATL,TE,0,0,0,0,0,0,0,,0,13,9,100,11.11,0,0,0,0,,,,82,
419,Marcus Johnson,NYG,WR,0,0,0,0,0,0,0,,0,22,9,99,11,0,0,0,0,,,,154,
420,Dax Milne,WAS,WR,0,0,0,0,0,0,0,,0,7,6,37,6.17,1,1,0,1,,,,155,
421,Kene Nwangwu,MIN,RB,0,0,0,0,0,9,14,1.56,0,2,2,21,10.5,0,0,0,1,,,,118,
422,Giovanni Ricci,CAR,RB,0,0,0,0,0,0,0,,0,9,8,100,12.5,0,0,0,0,,,,114,
423,Trevor Siemian,CHI,QB,15,26,184,1,1,4,8,2,0,0,0,0,,0,0,0,0,,,,66,
424,Michael Bandy,LAC,WR,0,0,0,0,0,0,0,,0,21,10,89,8.9,0,0,0,0,,,,156,
425,Parker Hesse,ATL,TE,0,0,0,0,0,0,0,,0,11,9,89,9.89,0,0,0,0,,,,84,
426,Phillip Lindsay,IND,RB,0,0,0,0,0,15,49,3.27,0,8,6,19,3.17,0,0,0,0,1,,,120,
427,Trace McSorley,ARI,QB,45,83,412,0,5,15,61,4.07,0,0,0,0,,0,2,2,0,,,,68,
428,Patrick Ricard,BAL,RB,0,0,0,0,0,7,16,2.29,0,13,11,74,6.73,0,0,0,0,,,,119,
429,Armani Rogers,WAS,TE,0,0,0,0,0,2,26,13,0,6,5,64,12.8,0,0,0,0,,,,83,
430,Kyle Rudolph,TAM,TE,0,0,0,0,0,0,0,,0,5,3,28,9.33,1,0,0,1,,,,85,
431,Cam Sims,WAS,WR,0,0,0,0,0,0,0,,0,18,8,89,11.13,0,0,0,0,,,,157,
432,Chris Streveler,NYJ,QB,10,15,90,0,0,9,54,6,0,0,0,0,,0,1,0,0,,,,67,
433,Jordan Wilkins,IND,RB,0,0,0,0,0,13,58,4.46,0,8,6,29,4.83,0,0,0,0,,,,121,
434,Tyler Badie,DEN,RB,0,0,0,0,0,1,0,0,0,1,1,24,24,1,0,0,1,,,,122,
435,Blake Bell,KAN,TE,0,0,0,0,0,0,0,,0,2,2,20,10,1,0,0,1,,,,87,
436,Grant Calcaterra,PHI,TE,0,0,0,0,0,0,0,,0,9,5,81,16.2,0,0,0,0,,,,86,
437,Chase Daniel,LAC,QB,8,12,52,1,0,1,4,4,0,0,0,0,,0,0,0,0,,1,,69,
438,Brandon Johnson,DEN,WR,0,0,0,0,0,0,0,,0,14,6,42,7,1,1,1,1,,,,158,
439,Jaret Patterson,WAS,RB,0,0,0,0,0,17,78,4.59,0,1,0,0,,0,0,0,0,,,,123,
440,Nathan Peterman,CHI,QB,14,25,139,1,1,2,7,3.5,0,0,0,0,,0,0,0,0,,,,70,
441,Andrew Beck,DEN,TE,0,0,0,0,0,2,0,0,0,11,5,69,13.8,0,0,0,0,,,,89,
442,D'Wayne Eskridge,SEA,WR,0,0,0,0,0,2,10,5,0,13,7,58,8.29,0,0,0,0,,,,163,
443,Tyler Mabry,SEA,TE,0,0,0,0,0,0,0,,0,1,1,7,7,1,0,0,1,,,,90,
444,Tre' McKitty,LAC,TE,0,0,0,0,0,0,0,,0,18,10,72,7.2,0,1,0,0,,,,88,
445,Ty Montgomery,NWE,WR,0,0,0,0,0,2,-2,-1,0,4,3,15,5,1,0,0,1,,,,161,
446,Gunner Olszewski,PIT,WR,0,0,0,0,0,8,39,4.88,0,7,5,53,10.6,0,2,1,0,,,,162,
447,Freddie Swain,2TM,WR,0,0,0,0,0,0,0,,0,6,4,74,18.5,0,1,0,0,,,,159,
448,Ke'Shawn Vaughn,TAM,RB,0,0,0,0,0,17,53,3.12,0,4,3,19,6.33,0,0,0,0,,,,124,
449,Kevin White,NOR,WR,0,0,0,0,0,0,0,,0,5,2,74,37,0,0,0,0,,,,160,
450,Zamir White,LVR,RB,0,0,0,0,0,17,70,4.12,0,0,0,0,,0,0,0,0,,,,125,
451,Anthony Brown,BAL,QB,22,49,302,0,2,3,-5,-1.67,0,0,0,0,,0,1,1,0,,,,71,
452,Jamison Crowder,BUF,WR,0,0,0,0,0,0,0,,0,13,6,60,10,0,1,0,0,,,,166,
453,Jalen Guyton,LAC,WR,0,0,0,0,0,0,0,,0,4,2,64,32,0,0,0,0,,,,164,
454,Tyler Kroft,SFO,TE,0,0,0,0,0,0,0,,0,5,4,57,14.25,0,0,0,0,,,,91,
455,Jake Kumerow,BUF,WR,0,0,0,0,0,0,0,,0,7,4,64,16,0,0,0,0,,,,165,
456,Mike Strachan,IND,WR,0,0,0,0,0,0,0,,0,9,3,59,19.67,0,0,0,0,,,,167,
457,Trent Taylor,CIN,WR,0,0,0,0,0,4,15,3.75,0,10,6,62,10.33,0,2,1,0,,,,170,
458,Deven Thompkins,TAM,WR,0,0,0,0,0,2,26,13,0,10,5,32,6.4,0,1,0,0,,,,168,
459,Mike Thomas,CIN,WR,0,0,0,0,0,0,0,,0,10,2,38,19,0,0,0,0,1,,,169,
460,Nick Vannett,2TM,TE,0,0,0,0,0,0,0,,0,9,6,55,9.17,0,0,0,0,,,,92,
461,Trayveon Williams,CIN,RB,0,0,0,0,0,6,30,5,0,3,2,30,15,0,0,0,0,,,,126,
462,Andre Baccellia,ARI,WR,0,0,0,0,0,0,0,,0,10,7,45,6.43,0,0,0,0,,,,173,
463,Spencer Brown,CAR,RB,0,0,0,0,0,9,43,4.78,0,4,2,10,5,0,0,0,0,,,,130,
464,Julius Chestnut,TEN,RB,0,0,0,0,0,9,12,1.33,0,3,3,41,13.67,0,0,0,0,,,,131,
465,Chris Conley,2TM,WR,0,0,0,0,0,0,0,,0,7,4,46,11.5,0,0,0,0,,,,172,
466,Blaine Gabbert,TAM,QB,6,8,29,1,0,0,0,,0,0,0,0,,0,0,0,0,,,,72,
467,Myles Gaskin,MIA,RB,0,0,0,0,0,10,26,2.6,0,6,4,28,7,0,0,0,0,,,,127,
468,Cody Hollister,TEN,WR,0,0,0,0,0,0,0,,0,5,3,54,18,0,0,0,0,,,,171,
469,David Johnson,NOR,RB,0,0,0,0,0,12,24,2,0,4,4,47,11.75,0,1,1,0,,,,132,
470,Tony Jones,2TM,RB,0,0,0,0,0,10,24,2.4,0,8,5,30,6,0,0,0,0,,,,128,
471,Charlie Kolar,BAL,TE,0,0,0,0,0,0,0,,0,6,4,49,12.25,0,0,0,0,,,,93,
472,Ronnie Rivers,LAR,RB,0,0,0,0,0,9,21,2.33,0,5,5,29,5.8,0,0,0,0,,,,133,
473,Isaiah Spiller,LAC,RB,0,0,0,0,0,18,41,2.28,0,3,3,13,4.33,0,0,0,0,,,,129,
474,Stephen Sullivan,CAR,TE,0,0,0,0,0,0,0,,0,6,2,46,23,0,0,0,0,,,,94,
475,Patrick Taylor,GNB,RB,0,0,0,0,0,10,31,3.1,0,1,1,17,17,0,0,0,0,,,,134,
476,Dwayne Washington,NOR,RB,0,0,0,0,0,11,38,3.45,0,1,1,7,7,0,0,0,0,,,,135,
477,Trevon Wesco,CHI,TE,0,0,0,0,0,0,0,,0,4,2,26,13,0,0,0,0,1,,,95,
478,Cole Beasley,2TM,WR,0,0,0,0,0,0,0,,0,7,6,35,5.83,0,0,0,0,,,,179,
479,Kendall Blanton,LAR,TE,0,0,0,0,0,0,0,,0,2,2,35,17.5,0,0,0,0,,,,98,
480,Trestan Ebner,CHI,RB,0,0,0,0,0,24,54,2.25,0,8,2,8,4,0,2,1,0,,,,136,
481,Luke Farrell,JAX,TE,0,0,0,0,0,0,0,,0,4,4,40,10,0,0,0,0,,,,97,
482,Chris Manhertz,JAX,TE,0,0,0,0,0,0,0,,0,8,6,42,7,0,0,0,0,,,,96,
483,Anthony McFarland Jr.,PIT,RB,0,0,0,0,0,6,30,5,0,2,2,11,5.5,0,0,0,0,,,,137,
484,Racey McMath,TEN,WR,0,0,0,0,0,1,4,4,0,8,2,40,20,0,0,0,0,,,,174,
485,Kyle Philips,TEN,WR,0,0,0,0,0,0,0,,0,13,8,78,9.75,0,2,2,0,,,,178,
486,James Proche,BAL,WR,0,1,0,0,1,0,0,,0,17,8,62,7.75,0,0,0,0,,,,175,
487,Laquon Treadwell,SEA,WR,0,0,0,0,0,0,0,,0,10,6,42,7,0,0,0,0,,,,176,
488,Michael Woods II,CLE,WR,0,0,0,0,0,1,-5,-5,0,10,5,45,9,0,0,0,0,,,,177,
489,Daylen Baldwin,CLE,WR,0,0,0,0,0,0,0,,0,2,2,25,12.5,0,0,0,0,,,,185,
490,Giovani Bernard,TAM,RB,0,0,0,0,0,8,28,3.5,0,2,2,-1,-0.5,0,1,0,0,,,,140,
491,Tyrie Cleveland,DEN,WR,0,0,0,0,0,0,0,,0,7,2,28,14,0,0,0,0,,,,182,
492,Jaelon Darden,2TM,WR,0,0,0,0,0,1,2,2,0,2,2,26,13,0,0,0,0,,,,183,
493,Tyler Davis,GNB,TE,0,0,0,0,0,0,0,,0,7,4,26,6.5,0,0,0,0,,,,99,
494,Ben Ellefson,MIN,TE,0,0,0,0,0,0,0,,0,3,3,26,8.67,0,0,0,0,,,,100,
495,Ryan Griffin,CHI,TE,0,0,0,0,0,0,0,,0,8,4,26,6.5,0,0,0,0,,,,101,
496,Tim Jones,JAX,WR,0,0,0,0,0,0,0,,0,4,3,30,10,0,0,0,0,,,,181,
497,Larry Rountree,LAC,RB,0,0,0,0,0,13,19,1.46,0,2,2,14,7,0,0,0,0,,,,138,
498,DJ Turner,LVR,WR,0,0,0,0,0,4,26,6.5,0,1,0,0,,0,1,0,0,,,,184,
499,Tylan Wallace,BAL,WR,0,0,0,0,0,0,0,,0,7,4,33,8.25,0,0,0,0,,,,180,
500,Jonathan Ward,2TM,RB,0,0,0,0,0,5,25,5,0,3,2,7,3.5,0,0,0,0,,,,139,
501,Michael Burton,KAN,RB,0,0,0,0,0,5,7,1.4,0,3,2,11,5.5,0,0,0,0,,,,146,
